arxiv_id,title,authors,published,iaifi_theme
1908.00651,Strictification and gluing of Lagrangian distributions on derived schemes with shifted symplectic forms,Dennis Borisov; Ludmil Katzarkov; Artan Sheshmani; Shing-Tung Yau,2019-08-01,Physics
2110.03809,Towards Quantum Simulations in Particle Physics and Beyond on Noisy Intermediate-Scale Quantum Devices,Lena Funcke; Tobias Hartung; Karl Jansen; Stefan Kühn; Manuel Schneider; Paolo Stornati; Xiaoyang Wang,2021-10-01,Physics
2112.05722,SymmetryGAN: Symmetry Discovery with Deep Learning,Krish Desai; Benjamin Nachman; Jesse Thaler,2021-12-01,Physics
2112.04503,PQ Axiverse,Mehmet Demirtas; Naomi Gendler; Cody Long; Liam McAllister; Jakob Moritz,2021-12-01,Physics
2112.04527,Building Quantum Field Theories Out of Neurons,James Halverson,2021-12-01,Physics
2112.02309,Machine Learning in Nuclear Physics,Amber Boehnlein; Markus Diefenthaler; Nobuo Sato; Malachi Schram; Veronique Ziegler; Cristiano Fanelli; Morten Hjorth-Jensen; Tanja Horn; Michelle P. Kuchera; Dean Lee; Witold Nazarewicz; Peter Ostroumov; Kostas Orginos; Alan Poon; Xin-Nian Wang; Alexander Scheinker; Michael S. Smith; and Long-Gang Pang,2021-12-01,Physics
2112.00723,Infinite Neural Network Quantum States,Di Luo; James Halverson,2021-12-01,Physics
2111.10956,Quantum reservoir computing using arrays of Rydberg atoms,Rodrigo Araiza Bravo; Khadijeh Najafi; Xun Gao; Susanne F. Yelin,2021-11-01,Physics
2110.08406,Surrogate- and invariance-boosted contrastive learning for data-scarce applications in science,Charlotte Loh; Thomas Christensen; Rumen Dangovski; Samuel Kim; Marin Soljačić,2021-10-01,Physics
2110.03676,Pruning a restricted Boltzmann machine for quantum state reconstruction,Anna Golubeva; Roger G. Melko,2021-10-01,Physics
2110.02965,Classical Shadows for Quantum Process Tomography on Near-term Quantum Computers,Ryan Levy; Di Luo; Bryan K. Clark,2021-10-01,Physics
2109.01695,Deep Set Auto Encoders for Anomaly Detection in Particle Physics,Bryan Ostdiek,2021-09-01,Physics
2103.02602,"Real-time lattice gauge theory actions: unitarity, convergence, and path integral contour deformations",Gurtej Kanwar; Michael L. Wagman,2021-03-01,Physics
2108.02221,Deep multi-task mining Calabi-Yau four-folds,Harold Erbin; Riccardo Finotello; Robin Schneider; Mohamed Tamaazousti,2021-08-01,Physics
2108.01403,Nonperturbative renormalization for the neural network–QFT correspondence,Harold Erbin; Vincent Lahoche; Dine Ousmane Samary,2021-08-01,Physics
2107.00734,Flow-based sampling for multimodal distributions in lattice field theory,Daniel C. Hackett; Chung-Chun Hsieh; Michael S. Albergo; Denis Boyda; Jiunn-Wei Chen; Kai-Feng Chen; Kyle Cranmer; Gurtej Kanwar; Phiala E. Shanahan,2021-07-01,Physics
2106.10326,Single electrons on solid neon as a solid-state quit platform,Xianjing Zhou; Gerwin Koolstra; Xufeng Zhang; Ge Yang; Xu Han; Brennan Dizdar; Divan Ralu; Wei Guo; Kater W. Murch; David I. Shuster; Dafei Jin,2021-06-01,Physics
2106.05934,Flow-based sampling for fermionic lattice field theories,Michael S. Albergo; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Julian M. Urban; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Phiala E. Shanahan,2021-06-01,Physics
2106.00694,Symmetry-via-Duality: Invariant Neural Network Densities from Parameter-Space Correlators,Anindita Maiti; Keegan Stoner; James Halverson,2021-06-01,Physics
2105.09923,Preserving New Physics while Simultaneously Unfolding All Observables,Patrick Komiske; W. Patrick McCormack; Benjamin Nachman,2021-05-01,Physics
2103.12226,Modern Machine Learning and Particle Physics,Matthew D. Schwartz,2021-03-01,Physics
2102.08380,Topological obstructions to autoencoding,Joshua Batson; C. Grace Haaf; Yonatan Kahn; Daniel A. Roberts,2021-02-01,Physics
2102.04329,Few-nucleon matrix elements in pionless effective field theory in a finite volume,W. Detmold and P. E. Shanahan,2021-02-01,Physics
2101.12668,Path integral contour deformations for observables in SU(N) gauge theory,William Detmold; Gurtej Kanwar; Henry Lamm; Michael L. Wagman; Neill C. Warrington,2021-01-01,Physics
2101.08176,Introduction to Normalizing Flows for Lattice Field Theory,Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Kyle Cranmer; Sébastien Racanière; Danilo Jimenez Rezende; and Phiala E. Shanahan,2021-01-01,Physics
2010.16263,Learning to Unknot,Sergei Gukov; James Halverson; Fabian Ruehle; and Piotr Sułkowski,2020-10-01,Physics
2010.0067,Elliptic stable envelopes and hypertoric loop spaces,Michael McBreen; Artan Sheshmani; Shing-Tung Yau,2020-10-01,Physics
2510.01733,Reducing Simulation Dependence in Neutrino Telescopes with Masked Point Transformers,Felix J. Yu; Nicholas Kamp; Carlos A. Argüelles,2025-10-01,Physics
2508.17399,GW-YOLO: Multi-transient segmentation in LIGO using computer vision,Siddharth Soni; Nikhil Mukund; Erik Katsavounidis,2025-08-01,Physics
2508.09249,The Neutrino Kaleidoscope: Searches for Non-Standard Neutrino Oscillations at Neutrino Telescopes with a TeV Muon Accelerator Source,Nicholas W. Kamp; Gray Putnam,2025-08-01,Physics
2506.00113,Frequentist Uncertainties on Neural Density Ratios with wifi Ensembles,Sean Benevedes; Jesse Thaler,2025-06-01,Physics
2505.16777,Fast Low Energy Reconstruction using Convolutional Neural Networks,IceCube Collaboration,2025-05-01,Physics
2505.10485,Interpretable Artificial Intelligence for Topological Photonics,Ali Ghorashi; Sachin Vaidya; Ziming Liu; Charlotte Loh; Thomas Christensen; Max Tegmark; Marin Soljačić,2025-05-01,Physics
2505.17985,AI-Driven Robotics for Free-Space Optics,Shiekh Zia Uddin; Sachin Vaidya; Shrish Choudhary; Zhuo Chen; Raafat K. Salib; Luke Huang; Dirk R. Englund; Marin Soljačić,2025-05-01,Physics
2502.15926,Anomaly preserving contrastive neural embeddings for end-to-end model-independent searches at the LHC,Kyle Metzger; Lana Xu; Mia Sodini; Thea K. Arrestad; Katya Govorkova; Gaia Grosso; Philip Harris,2025-02-01,Physics
2502.14036,Isolating Unisolated Upsilons with Anomaly Detection in CMS Open Data,Rikab Gambhir; Radha Mastandrea; Benjamin Nachman; Jesse Thaler,2025-02-01,Physics
2501.08278,Lake- and Surface-Based Detectors for Forward Neutrino Physics,Nicholas W. Kamp; Carlos A. Argüelles; Albrecht Karle; Jennifer Thomas; Tianlu Yuan,2025-01-01,Physics
2501.01778,Robust resonant anomaly detection with NPLM,Gaia Grosso; Debajyoti Sengupta; Tobias Golling; Philip Harris,2025-01-01,Physics
2412.07033,Product Manifold Machine Learning for Physics,Nathaniel S. Woodward; Sang Eon Park; Gaia Grosso; Jeffrey Krupa; Philip Harris,2024-12-01,Physics
2411.09851,SymbolFit: Automatic Parametric Modeling with Symbolic Regression,Ho Fung Tsoi; Dylan Rankin; Cecile Caillol; Miles Cranmer; Sridhara Dasu; Javier Duarte; Philip Harris; Elliot Lipeles; Vladimir Loncar,2024-11-01,Physics
2411.00446,A Lorentz-Equivariant Transformer for All of the LHC,Johann Brehmer; Víctor Bresó; Pim de Haan; Tilman Plehn; Huilin Qu; Jonas Spinner; Jesse Thaler,2024-11-01,Physics
2410.13148,Learning Efficient Representations of Neutrino Telescope Events,Felix J. Yu; Nicholas Kamp; Carlos A. Argüelles,2024-10-01,Physics
2409.18167,Optimal Quantum Purity Amplification,Zhaoyi Li; Honghao Fu; Takuya Isogawa; Isaac Chuang,2024-09-01,Physics
2409.02174,Double ‘acct’: a distinct double-peaked supernova matching pulsational pair-instability models,C. R. Angus; S. E. Woosley; R. J. Foley; M. Nicholl; V. A. Villar; K. Taggart; M. Pursiainen; P. Ramsden; S. Srivastav; H. F. Stevance; T. Moore; K. Auchettl; W. B. Hoogendam; N. Khetan; S. K. Yadavalli; G. Dimitriadis; A. Gagliano; M. R. Siebert; A. Aamer; T. de Boer; K. C. Chambers; A. Clocchiatti; D. A. Coulter; M. R. Drout; D. Farias; M. D. Fulton; C. Gall; H. Gao; L. Izzo; D. O. Jones; C.-C. Lin; E. A. Magnier; G. Narayan; E. Ramirez-Ruiz; C. L. Ransome; A. Rest; S. J. Smartt; K. W. Smith,2024-09-01,Physics
2409.01359,SN 2021foa: The ‘Flip-Flop’ Type IIn / Ibn supernova,D. Farias; C. Gall; G. Narayan; S. Rest; V. A. Villar; C. R. Angus; K. Auchettl; K. W. Davis; R. Foley; A. Gagliano; J. Hjorth; L. Izzo; C. D. Kilpatrick; H .M. L. Perkins; E. Ramirez-Ruiz; C. L. Ransome; Sarangi. A.; R. Yarza; D. A. Coulter; D. O. Jones; N. Khetan; A. Rest; M. R. Siebert; J. J. Swift; K. Taggart; S. Tinyanont; P. Wrubel; T. J. L. de Boer; K. E. Clever; A. Dhara; H. Gao; C.-C. Lin,2024-09-01,Physics
2408.13314,Finding the Fuse: Prospects for the Detection and Characterization of Hydrogen-Rich Core-Collapse Supernova Precursor Emission with the LSST,A. Gagliano; E. Berger; V. A. Villar; D. Hiramatsu; R. Kessler; T. Matsumoto; A. Gilkis; E. Laplace,2024-08-01,Physics
2408.12296,Multiple testing for signal-agnostic searches of new physics with machine learning,Gaia Grosso; Marco Letizia,2024-08-01,Physics
2408.08474,Enhancing events in neutrino telescopes through deep-learning-driven superresolution,Felix J. Yu; Nicholas Kamp; Carlos A. Argüelles,2024-08-01,Physics
2407.11284,Moment Unfolding,Krish Desai; Benjamin Nachman; Jesse Thaler,2024-07-01,Physics
2407.01249,Anomaly-aware summary statistic from data batches,Gaia Grosso,2024-07-01,Physics
2406.10583,Demonstration of neutron identification in neutrino interactions in the MicroBooNE liquid argon time projection chamber,MicroBooNE collaboration: P. Abratenko; O. Alterkait; D. Andrade Aldana; L. Arellano; J. Asaadi; A. Ashkenazi; S. Balasubramanian; B. Baller; A. Barnard; G. Barr; D. Barrow; J. Barrow; V. Basque; J. Bateman; O. Benevides Rodrigues; S. Berkman; A. Bhanderi; A. Bhat; M. Bhattacharya; M. Bishai; A. Blake; B. Bogart; T. Bolton; J.Y. Book; M.B. Brunetti; L. Camilleri; Y. Cao; D. Caratelli; F. Cavanna; G. Cerati; A. Chappell; Y. Chen; J.M. Conrad; M. Convery; L. Cooper-Troendle; J.I. Crespo-Anadon; R. Cross; M. Del Tutto; S.R. Dennis; P. Detje; R. Diurba; Z. Djurcic; R. Dorrill; K. Duffy; S. Dytman; B. Eberly; P. Englezos; A. Ereditato; J.J. Evans; R. Fine; B.T. Fleming; W. Foreman; D. Franco; A.P. Furmanski; F. Gao; D. Garcia-Gamez; S. Gardiner; G. Ge; S. Gollapinni; E. Gramellini; P. Green; H. Greenlee; L. Gu; W. Gu; R. Guenette; P. Guzowski; L. Hagaman; M. D. Handley; O. Hen; C. Hilgenberg; G.A. Horton-Smith; Z. Imani; B. Irwin; M.S. Ismail; C. James; X. Ji; J.H. Jo; R.A. Johnson; Y.J. Jwa; D. Kalra; N. Kamp; G. Karagiorgi; W. Ketchum; M. Kirby; T. Kobilarcik; I. Kreslo; N. Lane; J.-Y. Li; Y. Li; K. Lin; B.R. Littlejohn; H. Liu; W.C. Louis; X. Luo; C. Mariani; D. Marsden; J. Marshall; N. Martinez; D.A. Martinez Caicedo et al.,2024-06-01,Physics
2406.10123,Improving neutrino energy estimation of charged-current interaction events with recurrent neural networks in MicroBooNE,MicroBooNE collaboration: P. Abratenko; O. Alterkait; D. Andrade Aldana; L. Arellano; J. Asaadi; A. Ashkenazi; S. Balasubramanian; B. Baller; A. Barnard; G. Barr; D. Barrow; J. Barrow; V. Basque; J. Bateman; O. Benevides Rodrigues; S. Berkman; A. Bhanderi; A. Bhat; M. Bhattacharya; M. Bishai; A. Blake; B. Bogart; T. Bolton; J.Y. Book; M.B. Brunetti; L. Camilleri; Y. Cao; D. Caratelli; F. Cavanna; G. Cerati; A. Chappell; Y. Chen; J.M. Conrad; M. Convery; L. Cooper-Troendle; J.I. Crespo-Anadon; R. Cross; M. Del Tutto; S.R. Dennis; P. Detje; R. Diurba; Z. Djurcic; R. Dorrill; K. Duffy; S. Dytman; B. Eberly; P. Englezos; A. Ereditato; J.J. Evans; R. Fine; B.T. Fleming; W. Foreman; D. Franco; A.P. Furmanski; F. Gao; D. Garcia-Gamez; S. Gardiner; G. Ge; S. Gollapinni; E. Gramellini; P. Green; H. Greenlee; L. Gu; W. Gu; R. Guenette; P. Guzowski; L. Hagaman; O. Hen; C. Hilgenberg; G.A. Horton-Smith; Z. Imani; B. Irwin; M.S. Ismail; C. James; X. Ji; J.H. Jo; R.A. Johnson; Y.J. Jwa; D. Kalra; N. Kamp; G. Karagiorgi; W. Ketchum; M. Kirby; T. Kobilarcik; I. Kreslo; N. Lane; I. Lepetic; J.-Y. Li; Y. Li; K. Lin; B.R. Littlejohn; H. Liu; W.C. Louis; X. Luo; C. Mariani; D. Marsden; J. Marshall; N. Martinez; D.A. Martinez Caicedo et al.,2024-06-01,Physics
2406.01507,Towards Universal Unfolding of Detector Effects in High-Energy Physics using Denoising Diffusion Probabilistic Models,Camila Pazos; Shuchin Aeron; Pierre-Hugues Beauchemin; Vincent Croft; Martin Klassen; Taritree Wongjirad,2024-06-01,Physics
2405.17425,From Neurons to Neutrons: A Case Study in Interpretability,Ouail Kitouni; Niklas Nolte; Víctor Samuel Pérez-Díaz; Sokratis Trifinopoulos; Mike Williams,2024-05-01,Physics
2405.12140,Resonant Neutrino Flavor Conversion in the Atmosphere,Connor Sponsler; Matheus Hostert; Ivan Martinez-Soler; Carlos A. Argüelles,2024-05-01,Physics
2405.02163,Measurement of atmospheric neutrino oscillation parameters using convolutional neural networks with 9.3 years of data in IceCube DeepCore,IceCube Collaboration,2024-05-01,Physics
2403.07066,Resimulation-based self-supervised learning for pretraining physics foundation models,Philip Harris; Michael Kagan; Jeffrey Krupa; Benedikt Maier; Nathaniel Woodward,2024-03-01,Physics
2402.19306,New Pathways in Neutrino Physics via Quantum-Encoded Data Analysis,Jeffrey Lazar; Santiago Giner Olavarrieta; Giancarlo Gatti; Carlos A. Argüelles; Mikel Sanz,2024-02-01,Physics
2402.14067,Seeing Double: Calibrating Two Jets at Once,Rikab Gambhir; Benjamin Nachman,2024-02-01,Physics
2312.14265,Applications of Lipschitz neural networks to the Run 3 LHCb trigger system,Blaise Delaney; Nicole Schulte; Gregory Ciezarek; Niklas Nolte; Mike Williams; Johannes Albrecht,2023-12-01,Physics
2312.13945,First search for dark-trident processes using the MicroBooNE detector,MicroBooNE collaboration,2023-12-01,Physics
2311.04983,Two Watts is All You Need: Enabling In-Detector Real-Time Machine Learning for Neutrino Telescopes Via Edge Computing,Miaochen Jin; Yushi Hu; Carlos A. Argüelles,2023-11-01,Physics
2310.07660,Search for heavy neutral leptons in electron-positron and neutral-pion final states with the MicroBooNE detector,MicroBooNE collaboration,2023-10-01,Physics
2309.15912,Chained Quantile Morphing with Normalizing Flows,Samuel Bright-Thonney; Philip Harris; Patrick McCormack; Simon Rothman,2023-09-01,Physics
2309.11537,GWAK: Gravitational-Wave Anomalous Knowledge with Recurrent Autoencoders,Ryan Raikman; Eric A. Moreno; Ekaterina Govorkova; Ethan J Marx; Alec Gunny; William Benoit; Deep Chatterjee; Rafia Omer; Muhammed Saleem; Dylan S Rankin; Michael W Coughlin; Philip C Harris; Erik Katsavounidis,2023-09-01,Physics
2308.05145,FLORAH: A generative model for halo assembly histories,Tri Nguyen; Chirag Modi; L. Y. Aaron Yung; Rachel S. Somerville,2023-08-01,Physics
2308.03924,First demonstration for a LArTPC-based search for intranuclear neutron-antineutron transitions and annihilation in 40Ar using the MicroBooNE detector,MicroBooNE collaboration,2023-08-01,Physics
2306.06099,"NuCLR, Nuclear Co-Learned Representations",Ouail Kitouni; Niklas Nolte; Sokratis Trifinopoulos; Subhash Kantamneni; Mike Williams,2023-06-01,Physics
2306.09873,Development of the Topological Trigger for LHCb Run 3,Nicole Schulte; Blaise Raheem Delaney; Niklas Nolte; Gregory Max Ciezarek; Johannes Albrecht; Mike Williams,2023-06-01,Physics
2305.04099,Symbolic Regression on FPGAs for Fast Machine Learning Inference,Ho Fung Tsoi; Adrian Alan Pol; Vladimir Loncar; Ekaterina Govorkova; Miles Cranmer; Sridhara Dasu; Peter Elmer; Philip Harris; Isobel Ojalvo; Maurizio Pierini,2023-05-01,Physics
2305.00989,Pileup and Infrared Radiation Annihilation (PIRANHA): A Paradigm for Continuous Jet Grooming,Samuel Alipour-Fard; Patrick T. Komiske; Eric M. Metodiev; Jesse Thaler,2023-05-01,Physics
2304.14526,Prometheus: An Open-Source Neutrino Telescope Simulation,Jeffrey Lazar; Stephan Meighen-Berger; Christian Haack; David Kim; Santiago Giner; Carlos A. Argüelles,2023-04-01,Physics
2301.08128,Non-perturbative strong coupling at timelike momenta,Jan Horak; Jan M. Pawlowski; Jonas Turnwald; Julian M. Urban; Nicolas Wink; Savvas Zafeiropoulos,2023-01-01,Physics
2212.10659,Comparing Point Cloud Strategies for Collider Event Classification,Peter Onyisi; Delon Shen; Jesse Thaler,2022-12-01,Physics
2212.00782,Variational Neural-Network Ansatz for Continuum Quantum Field Theory,John M. Martyn; Khadijeh Najafi; Di Luo,2022-12-01,Physics
2211.14181,Search for boosted Higgs boson decay to a charm quark-antiquark pair in proton-proton collisions at s√ = 13 TeV,CMS Collaboration,2022-11-01,Physics
2209.15624,Finding NEEMo: Geometric Fitting using Neural Estimation of the Energy Mover’s Distance,Ouail Kitouni; Niklas Nolte; Mike Williams,2022-09-01,Physics
2208.05484,Neural Embedding: Learning the Embedding of the Manifold of Physics Data,Sang Eon Park; Philip Harris; Bryan Ostdiek,2022-08-01,Physics
2205.05084,Bias and Priors in Machine Learning Calibrations for High Energy Physics,Rikab Gambhir; Benjamin Nachman; Jesse Thaler,2022-05-01,Physics
2205.03413,Learning Uncertainties the Frequentist Way: Calibration and Correlation in High Energy Physics,Rikab Gambhir; Benjamin Nachman; Jesse Thaler,2022-05-01,Physics
2112.00038,Robust and Provably Monotonic Networks,Ouail Kitouni; Niklas Nolte; Mike Williams,2021-12-01,Physics
2110.06948,Challenges for Unsupervised Anomaly Detection in Particle Physics,Katherine Fraser; Samuel Homiller; Rashmish K. Mishra; Bryan Ostdiek; Matthew D. Schwartz,2021-10-01,Physics
2109.13243,Presenting Unbinned Differential Cross Section Results,Miguel Arratia; Anja Butter; Mario Campanelli; Vincent Croft; Aishik Ghosh; Dag Gillberg; Kristin Lohwasser; Bogdan Malaescu; Vinicius Mikuni; Benjamin Nachman; Juan Rojo; Jesse Thaler; Ramon Winterhalder,2021-09-01,Physics
2107.08979,Neural Conditional Reweighting,Benjamin Nachman; Jesse Thaler,2021-07-01,Physics
2105.14027,The Dark Machines Anomaly Score Challenge: Benchmark Data and Model Independent Event Classification for the Large Hadron Collider,T. Aarrestad; M. Van Beekveld; M. Bona; A. Bovenin; S. Caron; J. Davies; A. De Simone; C. Doglioni; J.M. Duarte; A. Farbin; H. Gupta; L. Hendriks; L. Heinrich; J. Howarth; P. Jawahar; A. Jueid; J. Lastow; A. Leinweber; J. Mamuzic; E. Merényi; A. Morandini; P. Moskvitina; C. Nellist; J. Ngadiuba; B. Ostdiek; M. Pierini; B. Ravina; R. Ruiz de Austri; S. Sekmen; M. Touranakou; M. Vaškevičiūte; R. Vilalta; J.-R. Vlimant; R. Verheyen; M. White; E. Wulff; E. Wallin; K.A. Wozniak; Z. Zhang,2021-05-01,Physics
2105.01683,A reconfigurable neural network ASIC for detector front-end data compression at the HL-LHC,Giuseppe Di Guglielmo; Farah Fahim; Christian Herwig; Manuel Blanco Valentin; Javier Duarte; Cristian Gingu; Philip Harris; James Hirschauer; Martin Kwok; Vladimir Loncar; Yingyi Luo; Llovizna Miranda; Jennifer Ngadiuba; Daniel Noonan; Seda Ogrenci-Memik; Maurizio Pierini; Sioni Summers; Nhan Tran,2021-05-01,Physics
2204.02496,Towards Designing and Exploiting Generative Networks for Neutrino Physics Experiments using Liquid Argon Time Projection Chambers,Paul Lutkus; Taritree Wongjirad; Schuchin Aeron,2022-04-01,Physics
2103.05579,hls4ml: An Open-Source Codesign Workflow to Empower Scientific Low-Power Machine Learning Devices,Farah Fahim; Benjamin Hawks; Christian Herwig; James Hirschauer; Sergo Jindariani; Nhan Tran; Luca P. Carloni; Giuseppe Di Guglielmo; Philip Harris; Jeffrey Krupa; Dylan Rankin; Manuel Blanco Valentin; Josiah Hester; Yingyi Luo; John Mamish; Seda Orgrenci-Memik; Thea Aarrestad; Hamza Javed; Vladimir Loncar; Maurizio Pierini; Adrian Alan Pol; Sioni Summers; Javier Duarte; Scott Hauck; Shih-Chieh Hsu; Jennifer Ngadiuba; Mia Liu; Duc Hoang; Edward Kreinar; Zhenbin Wu,2021-03-01,Physics
2101.08320,The LHC Olympics 2020: A Community Challenge for Anomaly Detection in High Energy Physics,Gregor Kasieczka (ed); Benjamin Nachman (ed); David Shih (ed); Oz Amram; Anders Andreassen; Kees Benkendorfer; Blaz Bortolato; Gustaaf Brooijmans; Florencia Canelli; Jack H. Collins; Biwei Dai; Felipe F. De Freitas; Barry M. Dillon; Ioan-Mihail Dinu; Zhongtian Dong; Julien Donini; Javier Duarte; D. A. Faroughy; Julia Gonski; Philip Harris; Alan Kahn; Jernej F. Kamenik; Charanjit K. Khosa; Patrick Komiske; Luc Le Pottier; Pablo Martín-Ramiro; Andrej Matevc; Eric Metodiev; Vinicius Mikuni; Inês Ochoa; Sang Eon Park; Maurizio Pierini; Dylan Rankin; Veronica Sanz; Nilai Sarda; Urous Seljak; Aleks Smolkovic; George Stein; Cristina Mantilla Suarez; Manuel Szewc; Jesse Thaler; Steven Tsan; Silviu-Marian Udrescu; Louis Vaslin; Jean-Roch Vlimant; Daniel Williams; Mikaeel Yunus,2021-01-01,Physics
2101.07263,E Pluribus Unum Ex Machina: Learning from Many Collider Events at Once,Benjamin Nachman and Jesse Thaler,2021-01-01,Physics
2101.05108,Fast convolutional neural networks on FPGAs with hls4ml,Thea Aarrestad; Vladimir Loncar; Nicolò Ghielmetti; Maurizio Pierini; Sioni Summers; Jennifer Ngadiuba; Christoffer Petersson; Hampus Linander; Yutaro Iiyama; Giuseppe Di Guglielmo; Javier Duarte; Philip Harris; Dylan Rankin; Sergo Jindariani; Kevin Pedro; Nhan Tran; Mia Liu; Edward Kreinar; Zhenbin Wu; Duc Hoang,2021-01-01,Physics
2011.03550,Quasi Anomalous Knowledge: Searching for new physics with embedded knowledge,Sang Eon Park; Dylan Rankin; Silviu-Marian Udrescu; Mikaeel Yunus; Philip Harris,2020-11-01,Physics
2010.11998,Mapping Machine-Learned Physics into a Human-Readable Space,Taylor Faucett; Jesse Thaler; Daniel Whiteson,2020-10-01,Physics
2010.09745,Enhancing searches for resonances with machine learning and moment decomposition,Ouail Kitouni; Benjamin Nachman; Constantin Weisser; and Mike Williams,2020-10-01,Physics
1909.04114,Search for low mass vector resonances decaying into quark-antiquark pairs in proton-proton collisions at √𝑠 =13  TeV,CMS Collaboration,2019-09-01,Physics
2601.03436,MARVEL: A Multi Agent-based Research Validator and Enabler using Large Language Models,Nikhil Mukund; Yifang Luo; Fan Zhang; Lisa Barsotti; Erik Katsavounidis,2026-01-01,Physics
2512.17204,A Search for Binary Black Hole Mergers in LIGO O1-O3 Data with Convolutional Neural Networks,Ethan Silver; Plamen Krastev; Edo Berger,2025-12-01,Physics
2512.08427,Self-lensing flares from black hole binaries V: systematic searches in LSST,Kevin Park; Zoltan Haiman; Chengcheng Xin; Tzuken Shen; Ashley Villar; Jordy Davelaar,2025-12-01,Physics
2512.06319,A Fully Photometric Approach to Type Ia Supernova Cosmology in the LSST Era: Host Galaxy Redshifts and Supernova Classification,Ayan Mitra; Richard Kessler; Rebecca C. Chen; Alex Gagliano; Matthew Grayling; Surhud More; Gautham Narayan; Helen Qu; Srinivasan Raghunathan; Alex I. Malz; Michelle Lochner; The LSST Dark Energy Science Collaboration,2025-12-01,Physics
2512.06067,SN 2024afav: A Superluminous Supernova with Multiple Light Curve Bumps and Spectroscopic Signatures of Circumstellar Interaction,Harsh Kumar; Peter K. Blanchard; Edo Berger; Wasundara Athukoralalage; Daichi Hiramatsu; Sebastian Gomez; Moira Andrews; K. Azalee Bostroem; Joseph R. Farah; D. Andrew Howell; Curtis McCully,2025-12-01,Physics
2512.04157,The DREAMS Project: Disentangling the Impact of Halo-to-Halo Variance and Baryonic Feedback on Milky Way Dark Matter Speed Distributions,Ethan Lilie; Jonah C. Rose; Mariangela Lisanti; Alex M. Garcia; Paul Torrey; Kassidy E. Kollmann; Jiaxuan Li; Olivia Mostow; Bonny Y. Wang; Stephanie O’Neil; Xuejian Shen; Alyson M. Brooks; Arya Farahi; Nitya Kallivayalil; Lina Necib; Andrew B. Pace; Mark Vogelsberger,2025-12-01,Physics
2512.04145,Minuet: A Diffusion Autoencoder for Compact Semantic Compression of Multi-Band Galaxy Images,Alexander T. Gagliano; Yunyi Shen; V. A. Villar,2025-12-01,Physics
2512.03132,The DREAMS Project: Disentangling the Impact of Halo-to-Halo Variance and Baryonic Feedback on Milky Way Dark Matter Density Profiles,Alex M. Garcia; Jonah C. Rose; Paul Torrey; Andrea Caputo; Mariangela Lisanti; Andrew B. Pace; Hongwan Liu; Abdelaziz Hussein; Haozhe Liu; Francisco Villaescusa-Navarro; John Barry; Ilem Leisher; Belén Costanza; Jonathan Kho; Ethan Lilie; Jiaxuan Li; Niusha Ahvazi; Aklant Bhowmick; Tri Nguyen; Stephanie O’Neil; Xiaowei Ou; Xuejian Shen; Arya Farahi; Nitya Kallivayalil; Lina Necib; Mark Vogelsberger,2025-12-01,Physics
2512.02095,The DREAMS Project: Disentangling the Impact of Halo-to-Halo Variance and Baryonic Feedback on Milky Way Satellite Galaxies,Jonah C. Rose; Mariangela Lisanti; Paul Torrey; Francisco Villaescusa-Navarro; Alex M. Garcia; Arya Farahi; Carrie Filion; Alyson M. Brooks; Nitya Kallivayalil; Kassidy E. Kollmann; Ethan Lilie; Jiaxuan Li; Olivia Mostow; Akaxia Cruz; Tri Nguyen; Sandip Roy; Andrew B. Pace; Niusha Ahvazi; Stephanie O’Neil; Xuejian Shen; Francis-Yan Cyr-Racine; Adrian M. Price-Whelan; Marla Geha; Lina Necib; Mark Vogelsberger; Julian B. Muñoz; Julianne J. Dalcanton,2025-12-01,Physics
2511.14858,Large Language Model Driven Analysis of General Coordinates Network (GCN) Circulars,Vidushi Sharma; Ronit Agarwala; Judith L. Racusin; Leo P. Singer; Tyler Barna; Eric Burns; Michael W. Coughlin; Dakota Dutko; Courey Elliott; Rahul Gupta; Ashish Mahabal; Nikhil Mukund,2025-11-01,Physics
2511.10747,Hydrogen-Poor Superluminous Supernovae in the Nebular Phase: Spectral Diversity Due to Ejecta Ionization as a Probe of the Power Source,Peter K. Blanchard; Edo Berger; Sebastian Gomez; Matt Nicholl; Ryan Chornock; Harsh Kumar; Raffaella Margutti; Daichi Hiramatsu; Huei Sears,2025-11-01,Physics
